policy,corruption,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uncertainty_grid,brightness,0.927125,0.153675,0.0404,0.04357556963731967,0.07287500000000002,40000
uncertainty_grid,contrast,0.825775,0.44792499999999996,0.13685,0.16572310859495626,0.17422499999999996,40000
uncertainty_grid,defocus_blur,0.839475,0.368325,0.1039,0.12376783108490426,0.16052500000000003,40000
uncertainty_grid,elastic_transform,0.85315,0.3184,0.085775,0.10053917833909629,0.14685000000000004,40000
uncertainty_grid,fog,0.8957,0.27059999999999995,0.08315,0.092832421569722,0.10429999999999995,40000
uncertainty_grid,frost,0.793425,0.49047499999999994,0.14195,0.1789078992973501,0.20657499999999995,40000
uncertainty_grid,gaussian_blur,0.7797,0.5688500000000001,0.174275,0.2235154546620495,0.22030000000000005,40000
uncertainty_grid,gaussian_noise,0.69175,0.97145,0.3316,0.4793639320563787,0.30825,40000
uncertainty_grid,glass_blur,0.638675,0.862375,0.250525,0.39225740791482366,0.361325,40000
uncertainty_grid,impulse_noise,0.6998,0.77325,0.236525,0.3379894255501572,0.3002,40000
uncertainty_grid,jpeg_compression,0.822725,0.37582499999999996,0.099275,0.12066607918806406,0.17727499999999996,40000
uncertainty_grid,motion_blur,0.81125,0.4628,0.137025,0.1689060092449923,0.18874999999999997,40000
uncertainty_grid,pixelate,0.8062,0.5047999999999999,0.1555,0.19288017861572812,0.19379999999999997,40000
uncertainty_grid,saturate,0.912825,0.184575,0.0487,0.053350861337058034,0.087175,40000
uncertainty_grid,shot_noise,0.717075,0.764675,0.240875,0.33591325872468014,0.282925,40000
uncertainty_grid,snow,0.82305,0.3889,0.105975,0.12875888463641333,0.17695000000000005,40000
uncertainty_grid,spatter,0.864375,0.302975,0.083675,0.09680404916847433,0.135625,40000
uncertainty_grid,speckle_noise,0.71705,0.6971,0.207075,0.28878739278990306,0.28295000000000003,40000
uncertainty_grid,zoom_blur,0.795275,0.4791750000000001,0.137225,0.17255037565621956,0.20472500000000005,40000
