policy,corruption,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
fixed,brightness,0.832475,0.20002500000000004,0.01625,0.019520105708880145,0.16752500000000003,40000
fixed,contrast,0.643925,0.45732500000000004,0.050625,0.07861940443374617,0.35607500000000003,40000
fixed,defocus_blur,0.6736,0.4031,0.03835,0.05693289786223278,0.3264,40000
fixed,elastic_transform,0.682975,0.381475,0.032225,0.04718327903656796,0.317025,40000
fixed,fog,0.763125,0.3096749999999999,0.0364,0.047698607698607697,0.23687499999999995,40000
fixed,frost,0.582575,0.519675,0.051125,0.08775694116637343,0.41742500000000005,40000
fixed,gaussian_blur,0.556425,0.5630250000000001,0.059725,0.10733701756750685,0.44357500000000005,40000
fixed,gaussian_noise,0.406575,0.886075,0.146325,0.35989669802619445,0.593425,40000
fixed,glass_blur,0.34205,0.82555,0.0838,0.2449934220143254,0.65795,40000
fixed,impulse_noise,0.430325,0.722525,0.076425,0.1775983268459885,0.5696749999999999,40000
fixed,jpeg_compression,0.635625,0.441125,0.038375,0.060373647984267455,0.364375,40000
fixed,motion_blur,0.609025,0.503575,0.0563,0.09244283896391774,0.39097499999999996,40000
fixed,pixelate,0.616425,0.510525,0.063475,0.10297278663259926,0.383575,40000
fixed,saturate,0.8011,0.23784999999999995,0.019475,0.024310323305455,0.19889999999999997,40000
fixed,shot_noise,0.463675,0.725425,0.09455,0.20391437968404594,0.5363249999999999,40000
fixed,snow,0.63515,0.44585,0.0405,0.06376446508698733,0.36485,40000
fixed,spatter,0.697675,0.36792499999999995,0.0328,0.047013294155588206,0.30232499999999995,40000
fixed,speckle_noise,0.4696,0.6736,0.0716,0.1524701873935264,0.5304,40000
fixed,zoom_blur,0.5826,0.5223,0.05245,0.09002746309646413,0.4174,40000
