policy,category,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
fixed,bottle,0.48484848484848486,1.0,0.24242424242424243,0.5,0.5151515151515151,66
fixed,cable,0.875,1.1083333333333334,0.49166666666666664,0.5619047619047619,0.125,120
fixed,capsule,0.8666666666666667,1.5238095238095237,0.6952380952380952,0.8021978021978022,0.1333333333333333,105
fixed,carpet,0.5698924731182796,1.139784946236559,0.3548387096774194,0.6226415094339622,0.4301075268817204,93
fixed,grid,1.0,1.4603174603174602,0.7301587301587301,0.7301587301587301,0.0,63
fixed,hazelnut,0.9204545454545454,1.1931818181818181,0.5568181818181818,0.6049382716049383,0.07954545454545459,88
fixed,leather,0.46,0.9400000000000001,0.2,0.43478260869565216,0.54,100
fixed,metal_nut,0.8043478260869565,1.4130434782608696,0.6086956521739131,0.7567567567567568,0.19565217391304346,92
fixed,pill,0.9552238805970149,1.6417910447761193,0.7985074626865671,0.8359375,0.04477611940298509,134
fixed,screw,1.0,1.484375,0.7421875,0.7421875,0.0,128
fixed,tile,0.4731182795698925,0.9139784946236559,0.1935483870967742,0.4090909090909091,0.5268817204301075,93
fixed,toothbrush,0.7941176470588235,1.2058823529411766,0.5,0.6296296296296297,0.20588235294117652,34
fixed,transistor,0.9,0.7,0.3,0.3333333333333333,0.09999999999999998,80
fixed,wood,0.7301587301587301,1.253968253968254,0.49206349206349204,0.6739130434782609,0.2698412698412699,63
fixed,zipper,0.9008264462809917,1.4710743801652892,0.6859504132231405,0.7614678899082569,0.09917355371900827,121
