seed,cost_ratio,c_wrong,c_defer,target_coverage,policy,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
1,2:1,2,1,0.6,uaat_monotone,0.5565217391304348,1.0521739130434784,0.3043478260869565,0.546875,0.4434782608695652,1380
1,2:1,2,1,0.6,fixed,0.6202898550724638,1.117391304347826,0.3688405797101449,0.594626168224299,0.3797101449275362,1380
1,2:1,2,1,0.6,uncertainty_grid,0.6202898550724638,1.117391304347826,0.3688405797101449,0.594626168224299,0.3797101449275362,1380
1,2:1,2,1,0.7,uaat_monotone,0.6355072463768116,1.1108695652173912,0.3731884057971014,0.5872291904218928,0.3644927536231884,1380
1,2:1,2,1,0.7,fixed,0.7159420289855073,1.1971014492753622,0.4565217391304347,0.6376518218623481,0.2840579710144927,1380
1,2:1,2,1,0.7,uncertainty_grid,0.7159420289855073,1.1971014492753622,0.4565217391304347,0.6376518218623481,0.2840579710144927,1380
1,2:1,2,1,0.8,uaat_monotone,0.7253623188405797,1.1905797101449276,0.4579710144927536,0.6313686313686314,0.2746376811594203,1380
1,2:1,2,1,0.8,fixed,0.8304347826086956,1.288405797101449,0.5594202898550724,0.6736474694589878,0.1695652173913043,1380
1,2:1,2,1,0.8,uncertainty_grid,0.8304347826086956,1.288405797101449,0.5594202898550724,0.6736474694589878,0.1695652173913043,1380
1,2:1,2,1,0.9,uaat_monotone,0.8405797101449275,1.2985507246376813,0.5695652173913044,0.6775862068965517,0.1594202898550725,1380
1,2:1,2,1,0.9,fixed,0.9304347826086956,1.3884057971014494,0.6594202898550725,0.7087227414330218,0.0695652173913043,1380
1,2:1,2,1,0.9,uncertainty_grid,0.9304347826086956,1.3884057971014494,0.6594202898550725,0.7087227414330218,0.0695652173913043,1380
1,5:1,5,1,0.6,uaat_monotone,0.472463768115942,1.7304347826086957,0.2405797101449275,0.50920245398773,0.527536231884058,1380
1,5:1,5,1,0.6,fixed,0.6202898550724638,2.223913043478261,0.3688405797101449,0.594626168224299,0.3797101449275362,1380
1,5:1,5,1,0.6,uncertainty_grid,0.6202898550724638,2.223913043478261,0.3688405797101449,0.594626168224299,0.3797101449275362,1380
1,5:1,5,1,0.7,uaat_monotone,0.5659420289855073,1.9847826086956524,0.3101449275362319,0.5480153649167734,0.4340579710144927,1380
1,5:1,5,1,0.7,fixed,0.7159420289855073,2.5666666666666664,0.4565217391304347,0.6376518218623481,0.2840579710144927,1380
1,5:1,5,1,0.7,uncertainty_grid,0.7159420289855073,2.5666666666666664,0.4565217391304347,0.6376518218623481,0.2840579710144927,1380
1,5:1,5,1,0.8,uaat_monotone,0.6630434782608695,2.329710144927536,0.3985507246376811,0.6010928961748634,0.3369565217391305,1380
1,5:1,5,1,0.8,fixed,0.8304347826086956,2.966666666666667,0.5594202898550724,0.6736474694589878,0.1695652173913043,1380
1,5:1,5,1,0.8,uncertainty_grid,0.8304347826086956,2.966666666666667,0.5594202898550724,0.6736474694589878,0.1695652173913043,1380
1,5:1,5,1,0.9,uaat_monotone,0.7579710144927536,2.68768115942029,0.4891304347826087,0.6453154875717018,0.2420289855072463,1380
1,5:1,5,1,0.9,fixed,0.9304347826086956,3.3666666666666667,0.6594202898550725,0.7087227414330218,0.0695652173913043,1380
1,5:1,5,1,0.9,uncertainty_grid,0.9304347826086956,3.3666666666666667,0.6594202898550725,0.7087227414330218,0.0695652173913043,1380
1,10:1,10,1,0.6,uaat_monotone,0.4188405797101449,2.602898550724638,0.2021739130434782,0.4826989619377163,0.5811594202898551,1380
1,10:1,10,1,0.6,fixed,0.6202898550724638,4.068115942028985,0.3688405797101449,0.594626168224299,0.3797101449275362,1380
1,10:1,10,1,0.6,uncertainty_grid,0.6202898550724638,4.068115942028985,0.3688405797101449,0.594626168224299,0.3797101449275362,1380
1,10:1,10,1,0.7,uaat_monotone,0.463768115942029,2.8768115942028984,0.2340579710144927,0.5046875,0.536231884057971,1380
1,10:1,10,1,0.7,fixed,0.7159420289855073,4.84927536231884,0.4565217391304347,0.6376518218623481,0.2840579710144927,1380
1,10:1,10,1,0.7,uncertainty_grid,0.7159420289855073,4.84927536231884,0.4565217391304347,0.6376518218623481,0.2840579710144927,1380
1,10:1,10,1,0.8,uaat_monotone,0.5478260869565217,3.459420289855073,0.3007246376811594,0.548941798941799,0.4521739130434783,1380
1,10:1,10,1,0.8,fixed,0.8304347826086956,5.763768115942029,0.5594202898550724,0.6736474694589878,0.1695652173913043,1380
1,10:1,10,1,0.8,uncertainty_grid,0.8304347826086956,5.763768115942029,0.5594202898550724,0.6736474694589878,0.1695652173913043,1380
1,10:1,10,1,0.9,uaat_monotone,0.6391304347826087,4.128985507246377,0.3768115942028985,0.5895691609977324,0.3608695652173913,1380
1,10:1,10,1,0.9,fixed,0.9304347826086956,6.663768115942029,0.6594202898550725,0.7087227414330218,0.0695652173913043,1380
1,10:1,10,1,0.9,uncertainty_grid,0.9304347826086956,6.663768115942029,0.6594202898550725,0.7087227414330218,0.0695652173913043,1380
